Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Contexte,Date,HALF TIME,Journée,Lieu,MINUTE,Pourcentage,Qualite,Score final,TIME PERIOD,Type action,⚽️,✅,✅✅,❌❌,🔸🔹[OT] Clear the ball,🔸🔹[OT] Counter-attack,🔸🔹[OT] Keep the ball,🔹🔸[DT] Back in,🔹🔸[DT] Quick regain,Ungrouped,Notes,Flags
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,23.870097240653195,🔹[OSP] Kick-off✅,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,31.37017650045982,"🔹[IP2]Low Build-up(around, mid range 10)✅⭐️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,17.13007040868706,"🔹[OSP] Free kick(R, delivery)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,15.370066752264847,🔹[IP2]Low Build-up(turnover under pressure)❌,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,18.070072844982406,🔸🔹Offensive transition(cheap turnover)❌,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,14.020065230506589,"🔹[OSP] Throw-in(R, DZ, turnover)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,29.990147225102646,"🔸[OP4]Low Block(RTriangle, cross/pass inside the box)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,8.299929943310872,🔸🔹Offensive transition(quick turnover)❌,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,27.153586544882273,🔸[OP2]High Press(rushed MFM)❌🔍,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,15.828199406479598,"🔸[OP4]Low Block(LTriangle, early cross)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,25.020168794235815,"🔹[IP1b]GK Restart(8"", around, long under pressure)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,37.81215802511224,🔸[OP4]Low Block(IB from LCB)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,20.590066463153107,"🔹[IP1a]GK Restart(HBlock, 2nd ball, foul)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,37.42304404204651,"🔸[OP4]Low Block(more agressive RSide, deep regain)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,16.860060054176756,🔸🔹Offensive transition(quick turnover)❌,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,15.783767425381939,"🔸[OP4]Low Block(RTriangle, on the edge)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,13.145885614470899,"🔸[DSP] Corner(R, far post, foul against)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,19.240072545993826,"🔹[IP1a]GK Restart(HBlock, 2nd ball)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,34.021092587965995,"🔸[OP4]Low Block(RTriangle, on the edge)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,20.82650726692418,🔹[OSP] Kick-off✅,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,16.870097221393735,"🔸[DSP] Throw-in(L, Deep, lack of intensity)❌🔍",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,23.330143564974605,🔸[OP3b]Mid Block(attempt to be more proactive)🚧,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,38.66965714673279,"🔸[OP3b]Mid Block(attempt to be more proactive, failed, regain in the low block)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,39.50074359966675,🔸🔹Offensive transition(face the pressure)✅⭐️,0,,,,,,,,,,,,,,,,,,,,,,,"🔸🔹[OT] Counter-attack, 🔸🔹[OT] Keep the ball",,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,13.110070717812505,"🔸[OP3b]Mid Block(proactivity, mid regain)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,10.49004663593496,"🔹[OSP] Throw-in(L, MZ, quick)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,15.900079255344735,"🔹[IP3b]Progression(RTriangle, no runs IB)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,24.14093578842312,"🔸[OP3b]Mid Block(chaotic triggers, back-line regain)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,16.76476506139352,"🔸🔹Offensive transition(long, under pressure, 2nd ball)❌",0,,,,,,,,,,,,,,,,,,,,,,,🔸🔹[OT] Clear the ball,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,12.350068583286884,🔸🔹Offensive transition(quick turnover)❌,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,19.200112785047168,"🔸[OP4]Low Block(RTriangle, shot conceded, one man down🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,19.50033354194693,🔹[IP1a]GK Restart(spare man)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,20.690113692554405,"🔹[IP2]Low Build-up(long, option to around)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
251206_ManchesterCity_Sunderland_ANALYST2ANGLES,0.0,35.55499999780022,"🔸[OP1b]GK Restart(8"", long, 2nd ball, hit the post)❌❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
