Timeline,Start time,Duration,Row,Instance number,<flag>Nouveau drapeau,Adversaire,Contexte,Date,Event,GameTime,HALF TIME,Half,Journée,Lieu,MINUTE,Pass,Period,Player,Pourcentage,Qualite,Score final,Set Play Phase,TIME PERIOD,Team,Type action,Zone,🔸 [OP] Zonal Defence,🔸[OP] --> 🔹[IP],🔸[OP] Box Defence,🔸[OP] Def Restart Phase,🔸[OP] Zonal Defence,🔹[IP] Build/Progression Phase,🔹[IP] Final Third Phase,🔹[IP] Restart Phase,🔹[IP]--> 🔸[OP],Ungrouped,Notes,Flags
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,22.17998818027172,[OP2a] High Press MFM✅,0,,,,,,00:32:54,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,49.16337101711633,"[IP3b] Build (4-3-3, tempo)❌🔎",0,,,,,,00:33:20,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,20.229177110005367,Defensive Transition (Loss of Possession)✅,0,,,,,,00:34:02,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,20.975736117011365,"[IP3b] Attacking (4-3-3, opprtunity)❌",0,,,,,,00:35:17,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,14.950089927207046,Defensive Transition (Loss of Possession)🚧,0,,,,,,00:35:23,,,,,,,2,,,,,,,,,,,,,,,,,,Counter Press,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,16.6691133267841,Defensive Transition (Loss of Possession)✅,0,,,,,,00:35:59,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,14.31008901502264,"[PI3a] Build (4-3-3, RTriangle)🚧",0,,,,,,00:36:17,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,29.14987693648709,Defensive Transition (Loss of Possession)❌🔎,0,,,,,,00:36:21,,,,,,,2,,,,,,,,,,,,,,,,,,Counter Press,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,27.700205765401734,"[IP3b] Attacking (4-3-3, RTRiangle)✅",0,,,,,,00:36:50,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,10.780074977324148,[IP4] Attack the Box(cross)🚧,0,,,,,,00:37:06,,,,,,,2,,,,,,,,,,,,,,,,Crosses,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,17.5,[IP4] Attack the Box(cross)❌,0,,,,,,00:38:30,,,,,,,2,,,,,,,,,,,,,,,,Diagonal Balls,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,28.99255034577982,Defensive Transition (Loss of Possession)🚧⚠️,0,,,,,,00:38:32,,,,,,,2,,,,,,,,,,,,,,,,,,Counter Press,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,31.180190811680404,"[IP3b] Attacking (4-3-3, LTRiangle)🚧",0,,,,,,00:39:03,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,37.96554941546492,"Attacking Corner(L, 3-men)✅",0,,,,,,00:20:00,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,19.17529094742258,[IP3a] Build (3-1-4-2)✅🔎,0,,,,,,00:20:48,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,19.5,[OP1a] GK Restart MFM✅,0,,,,,,00:21:05,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,10.753031124541849,[IP4] Attack the Box(G'N'G)🚧,0,,,,,,00:21:24,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,6.570033220207733,[OP1c] GK Restarts (HB)✅,0,,,,,,00:17:44,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,40.09897919242121,Attacking Free Kick(3 phases)✅,0,,,,,,00:18:36,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,25.728284777791487,[IP4] Attack the Box(2 crosses)✅,0,,,,,,00:18:52,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,20.485431105832504,[OP1c] GK Restarts (HB)✅,0,,,,,,00:15:10,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,11.789938445294865,Defensive Transition (Loss of Possession)✅,0,,,,,,00:16:17,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,19.88071053920794,Defensive Transition (Loss of Possession)❌❌❌⚽️,0,,,,,,00:16:35,,,,,,,2,,,,,,,,,,,,,,,,,,Counter Press,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,18.28456110120169,Defensive Transition (Loss of Possession)✅,0,,,,,,00:12:23,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,27.701750193959015,"[IP3b] Attacking (4-3-3, RTRiangle)🚧",0,,,,,,00:13:32,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,10.370256529285143,"[OP1c] GK Restarts (HB, foul)❌",0,,,,,,00:14:08,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,17.087140328048008,"[IP3b] Attacking (4-3-3, LTriangle)🚧",0,,,,,,00:15:52,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,16.0,[IP4] Attack the Box(cross)🚧,0,,,,,,00:18:19,,,,,,,2,,,,,,,,,,,,,,,,Crosses,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,33.04678672218142,[OP1c] GK Restarts (HB)❌❌,0,,,,,,00:18:52,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
250823_Burnley_Sunderland_ANALYST_1ANGLE,0.0,24.30357023203942,[OP1c] GK Restarts (HB)✅,0,,,,,,00:21:26,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Nouveau drapeau
