Timeline,Start time,Duration,Row,Instance number,<flag>.,Assist,Corner Taken,Event,GameTime,Half,Pass,Period,Player,Shot Pattern of Play,Team,Zone,🔸[DSP],🔸[OP] Box Defence,🔸[OP] Restart Phase,🔸[OP] Zonal Defence,🔹[IP] Attack the Box,🔹[IP] Progression Phase,🔹[IP] Restart Phase,🔹[OSP],Ungrouped,Notes,Flags
250913_CrystalPalace_Sunderland_4ANGLES,0.0,30.00516098085609,"🔹[OSP] Attacking Throw In(R, short)❌",0,,,,,00:36:53,,,2,,,,,,,,,,,,"Right, Att 1/3, Long",,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,25.990159422202396,"🔹[OSP] Attacking Throw In(R, long, 2 phases)🚧",0,,,,,00:38:27,,,2,,,,,,,,,,,,"Right, Att 1/3, Long",,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,9.220053037211983,"🔹[OSP] Attacking Throw In(R, long)✅",0,,,,,00:39:11,,,2,,,,,,,,,,,,"Right, Att 1/3, Long",,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,24.5,"🔸[OP1] GK Restart(HB, 2nd ball)🚧",0,,,,,00:39:40,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,32.31860022623687,🔸[OP3b] Mid Block(compact & proactive)✅,0,,,,,00:40:03,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,21.406252700602636,"🔹[OSP] Attacking Throw In(R, MZ)🚧",0,,,,,00:40:39,,,2,,,,,,,,,,,,"Right, Def 1/3",,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,24.218981114420785,"🔹[OSP] Attacking Throw In(R, MZ)❌",0,,,,,00:41:08,,,2,,,,,,,,,,,,"Right, Mid 1/3",,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,16.970072844814695,🔸[OP3b] Mid Block(variation LSide)✅,0,,,,,00:41:53,,,2,,,,,,,,Diagonal Pass,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,16.660116394768465,"🔹[I2a] Low Build-Up(front3 press, 2 pivots?)❌🔎",0,,,,,00:42:10,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,19.300097538275168,"🔸[DSP] Defending Throw In(R, long)✅",0,,,,,00:30:09,,,2,,,,,"Central, Long, Def 1/3",,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,23.533910151834334,"🔹[1Pa] GK Restarts(OS, long)✅",0,,,,,00:30:33,,,2,,,,,,,,,,,"OS: LONG, Front 3",,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,26.095730487255423,"🔹[I2a] Low Build-Up (back4, long)✅",0,,,,,00:31:02,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,22.33012071011626,"🔹[IP4] Attacking Phase(LS, cross)✅",0,,,,,00:31:34,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,10.340060355271817,"🔹[IP5] Attack the Box(L, cross, 3v2)🚧",0,,,,,00:31:45,,,2,,,,,,,,,Crosses,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,26.273790262421244,"🔹[OSP] Attacking Throw In(R, long)🚧",0,,,,,00:32:17,,,2,,,,,,,,,,,,"Right, Att 1/3, Long",,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,34.39019905565374,🔹[IP4] Attacking Phase(L-RSide)🚧,0,,,,,00:32:40,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,28.13213333787644,🔸[OP1] GK Restart(long)✅,0,,,,,00:26:42,,,2,,,,,,,,,,,,,,,.
250913_CrystalPalace_Sunderland_4ANGLES,0.0,28.07809222142987,"🔹[OSP] Attacking Throw In(R, DZ, turnover)❌",0,,,,,00:27:26,,,2,,,,,,,,,,,,"Right, Def 1/3",,,.
