Timeline,Start time,Duration,Row,Instance number,<flag>.,<flag>Keep,Adversaire,Arthur,Assist,Bertrand,Contexte,Corner Taken,Date,Enzo,Event,GameTime,Granit,HALF TIME,Half,Journée,Lieu,MINUTE,Noah,Nordi,Pass,Period,Player,Pourcentage,Qualite,Score final,Shot Pattern of Play,Simon,TIME PERIOD,Team,Trai,Type action,Zone,🔸[DSP],🔸[OP] --> 🔹[IP],🔸[OP] Box Defence,🔸[OP] Restart Phase,🔸[OP] Zonal Defence,🔹[IP] Attack the Box,🔹[IP] Progression Phase,🔹[IP] Restart Phase,🔹[IP]--> 🔸[OP],🔹[OSP],Ungrouped,Notes,Flags
251004_ManchesterUnited_Sunderland_ANALYST,0.0,19.86011947704081,🔹[IP1a] Kick-off🚧,0,,,,,,,,,,,,00:00:00,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,15.580099363066893,"🔹[OSP] Attacking Throw In(R, MZ)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noah, Trai",,
251004_ManchesterUnited_Sunderland_ANALYST,0.0,7.338715841920504,🔸🔹Offensive transition(turnover)❌,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granit,,
251004_ManchesterUnited_Sunderland_ANALYST,0.0,30.00197875832896,🔸[OP2] High Press(set-up expected)✅,0,,,,,,,,,,,,00:01:11,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,10.110066138038576,🔸🔹Offensive transition(turnover)❌,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arthur,,
251004_ManchesterUnited_Sunderland_ANALYST,0.0,15.50009752267573,"🔸[OP1a] GK Restart(OS, long)✅",0,,,,,,,,,,,,00:01:54,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,21.370145987422546,"🔹[IP3b] Progression(v4-4-2, LTriangle)🚧",0,,,,,,,,,,,,00:02:14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,16.0,"🔹[OSP] Attacking Throw In(L, MZ)✅",0,,,,,,,,,,,,00:02:45,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"Right, Mid 1/3",,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,26.20016761964081,"🔹[IP4] Attacking Phase(LSide, IB, cross, offside?)✅",0,,,,,,,,,,,,00:02:49,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,17.11011185648374,🔸[OP1a] GK Restart(HBlock)✅,0,,,,,,,,,,,,00:03:38,,,,,,,,,,1,,,,,,,,,,,,,,,Direct (HB),,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,24.63015573594538,🔹[IP2a] Low Build-up(set-up triggers their press)❌,0,,,,,,,,,,,,00:04:02,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Nordi,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,20.8601332048367,"🔹🔸Defensive Transition(offside, Mbeumo)⚠️",0,,,,,,,,,,,,00:04:05,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,49.99238685089949,"🔹[IP3a] Progression(R-L, through, IB)✅",0,,,,,,,,,,,,00:04:29,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,44.440182061774976,"🔹[IP4] Attacking Phase(RTriangle, lack of composure)❌",0,,,,,,,,,,,,00:05:15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Noah,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,25.142640878595557,"🔹🔸Defensive Transition(lack of composure, opposite side)⚠️",0,,,,,,,,,,,,00:05:35,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,21.509457083746327,"🔹[IP1a] GK Restart(HB, beyond, 2nd ball, turnover 2nd phase)✅",0,,,,,,,,,,,,00:06:31,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,61.77528332368456,"🔸[OP3b] Mid Block(LSide, cross)❌❌⚽️",0,,,,,,,,,,,,00:06:51,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,40.34377489489998,🔹[IP1a] Kick-off🚧,0,,,,,,,,,,,,00:08:12,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,69.26050779678303,"🔸[OP3b] Mid Block(organisation fine, no intensity in duels)🚧🔎",0,,,,,,,,,,,,00:09:14,,,,,,,,,,1,,,,,,,,,,,,,,,,Back 4 Line Management,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,45.900312324911965,"🔹[IP3a] Progression(IB, wrong decision, wide channel open)❌",0,,,,,,,,,,,,00:10:30,,,,,,,,,,1,,,,,,,,,,,,,,,,,,In-Behind,,,,Nordi,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,16.0,🔸[OP1a] GK Restart(organisation)✅🔎,0,,,,,,,,,,,,00:11:40,,,,,,,,,,1,,,,,,,,,,,,,,,Direct (HB),,,,,,,Simon,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,15.67008960888802,"🔹[OSP] Attacking Throw In(R, MZ)❌",0,,,,,,,,,,,,00:12:12,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"Right, Def 1/3",,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,10.140064915451376,🔹[OSP] Attacking Free Kick(2nd phase?)🚧,0,,,,,,,,,,,,00:12:54,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"Def 1/3, Long, Def 1/3, Long",,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,26.019722901690216,"🔹[OSP] Attacking Throw In(R, long, offside 2nd phase)🚧",0,,,,,,,,,,,,00:13:36,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"Right, Att 1/3, Long",,,"Keep, ."
251004_ManchesterUnited_Sunderland_ANALYST,0.0,18.5,"🔸[OP1a] GK Restart(HBlock, flip the pressure)✅",0,,,,,,,,,,,,00:14:27,,,,,,,,,,1,,,,,,,,,,,,,,,Direct (OS),,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,23.370141417315153,"🔸[OP1b] GK Restart (8"", OS, long, 2nd ball)✅",0,,,,,,,,,,,,00:14:44,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,12.30008229875284,🔹[IP1a] GK Restart(HBlock)❌,0,,,,,,,,,,,,00:15:36,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,30.0,"🔹[IP2a] Low Build-up(spare man via pivot, progression IB)✅",0,,,,,,,,,,,,00:15:45,,,,,,,,,,1,,,,,,,,,,,,,,,,,,In-Behind,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,16.800108215149294,🔹[IP5] Attack the Box(2 crosses)❌,0,,,,,,,,,,,,00:15:57,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,19.170135341553305,"🔹[IP3b] Progression (right triangle, lack of composure, spaces too tight?) ❌",0,,,,,,,,,,,,00:16:40,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,13.360101187992768,🔹🔸Defensive Transition(chasers & compensators)✅,0,,,,,,,,,,,,"00:16:46, 00:16:47",,,,,,,,,,"1, 1",,,,,,,,,,,,,,,,,,,,"Counter Press, Counter Press",,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,15.130103939909304,🔸🔹Offensive transition(lack of composure)❌,0,,,,,,,,,,,,00:16:56,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,20.281204729435558,"🔹[OSP] Attacking Throw In(L, MZ, 2nd ball)✅",0,,,,,,,,,,,,00:17:24,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"Left, Mid 1/3",,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,23.146361388337027,"🔹[IP4] Attacking Phase(RSide, cross)❌",0,,,,,,,,,,,,00:17:41,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,11.500077715419593,🔹[IP5] Attack the Box(RSide cross)❌,0,,,,,,,,,,,,00:17:43,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,21.290122771134293,🔹🔸Defensive Transition(chasers)✅,0,,,,,,,,,,,,00:17:44,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Counter Press,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,21.510142343449388,"🔸[OP2] High Press(press on trigger, long ball forced, regain secured)✅",0,,,,,,,,,,,,00:18:01,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,11.200076194116718,🔹[IP4] Attacking Phase(RTriangle)❌,0,,,,,,,,,,,,00:18:23,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,27.16790604048947,"🔸[OP3b] Mid Block(block broken inside, isolated 1v1 opposite side, no cover)❌❌",0,,,,,,,,,,,,00:18:36,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,"Noah, Enzo, Arthur",,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,22.71012556122446,"🔸[OP2] High Press(long ball, coverage in place?)✅",0,,,,,,,,,,,,00:19:05,,,,,,,,,,1,,,,,,,,,,,,,,,,Diagonal Pass,,,,,,Bertrand,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,22.399453702136725,"🔹[OSP] Attacking Throw In(R, DZ)❌",0,,,,,,,,,,,,00:19:51,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,Right,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,23.800170698784996,"🔸[OP3b] Mid Block (triggers ok, lack of intensity in left-side duels) ❌❌",0,,,,,,,,,,,,00:20:10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,21.720144479923192,"🔸[DSP] Defending Throw In(L, long)🚧",0,,,,,,,,,,,,00:20:54,,,,,,,,,,1,,,,,,,,,,,,"Right, Long",,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,13.990075584125861,🔸[OP3b] Mid Block(narrow first)✅🔎,0,,,,,,,,,,,,00:21:23,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,27.78017854120344,"🔹[IP3a] Progression(R-triangle To Be Adjusted, L-triangle badly positioned)❌🔎",0,,,,,,,,,,,,00:22:28,,,,,,,,,,1,,,,,,,,,,,,,,,,,,In-Behind,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,46.0,"🔸[OP1b] GK Restart (8”, long ball, second ball, lack of aggressiveness, cross & second phase, switched off) ❌❌",0,,,,,,,,,,,,00:22:53,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,19.112178523991133,"🔹[IP1a] GK Restart(OS, Front3, 2nd ball, lack of composure)❌",0,,,,,,,,,,,,00:24:03,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Compact Shape: LONG, OS: LONG, Front 3",,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,28.380140509201055,🔸[OP4] Low Block(LTriangle)🚧,0,,,,,,,,,,,,00:24:11,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,49.56026426203243,"🔸[DSP] Defending Corner(L, front post)✅",0,,,,,,,,In-swinger,,,Pass,00:24:51,,,First Half,,,,,,"Corner taken, Chipped, Cross",1,Bryan Mbeumo,,,,,,,Manchester United,,,Center,Left,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,34.5,"🔸[OP2] High Press(post-corner, adaptive, MFM switched off)❌",0,,,,,,,,,,,,00:25:29,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,23.99015180423885,"🔸[OP3b] Mid Block(lack of aggressiveness left side, switch allowed)🚧",0,,,,,,,,,,,,00:26:20,,,,,,,,,,1,,,,,,,,,,,,,,,,Diagonal Pass,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,24.49682697458411,"🔸[OP2] High Press(MFM, lack of aggressiveness left side)❌",0,,,,,,,,,,,,00:26:47,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,17.370101805844115,"🔸[OP3b] Mid Block(RSIde triggers, intensity ok)✅🔎",0,,,,,,,,,,,,00:27:29,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,27.53014661329621,🔸[OP4] Low Block(LTriangle)🚧,0,,,,,,,,,,,,00:28:00,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,16.350073157839006,"🔸[DSP] Defending Throw In(L, long)❌❌⚽️",0,,,,,,,,,,,,00:28:44,,,,,,,,,,1,,,,,,,,,,,,"Left, Def 1/3, Long",,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,35.01026580452731,"🔹[IP3b] Progression(RTriangle, switch, cross, header)✅",0,,,,,,,,,,,,00:29:17,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,11.780074995748237,🔹[IP5] Attack the Box(LSide cross)✅,0,,,,,,,,,,,,00:29:30,,,,,,,,,,1,,,,,,,,,,,,,,,,,Crosses,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,16.120089623518652,"🔸[OP1b] GK Restart (8"", long, poor header)❌",0,,,,,,,,,,,,00:29:38,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,13.120085022869262,"🔸[DSP] Defending Throw In(R, long)🚧",0,,,,,,,,,,,,00:30:42,,,,,,,,,,1,,,,,,,,,,,,"Right, Def 1/3, Long",,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,50.58820834865037,"🔹[IP4] Attacking Phase(RTriangle, switch, LTriangle, crosses)✅",0,,,,,,,,,,,,00:30:59,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,21.14009540113284,🔸[OP2] High Press(intensity ok)✅,0,,,,,,,,,,,,00:32:23,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"Keep, ."
251004_ManchesterUnited_Sunderland_ANALYST,0.0,20.130103947023144,"🔸[OP3b] Mid Block(right-side triggers, intensity, tracking just ok)✅",0,,,,,,,,,,,,00:32:50,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,24.450175282309374,🔹[OSP] Attacking Free Kick(R)❌,0,,,,,,,,,,,Pass,00:34:44,,,First Half,,,,,,"Free kick taken, Direct",1,Granit Xhaka,,,,,,,Sunderland,,,Center,,,,,,,,,,"Right, Att 1/3",,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,21.590074085031574,🔹🔸Defensive Transition✅,0,,,,,,,,,,,,00:34:48,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Counter Press,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,13.250099053405393,"🔹[IP3b] Progression(3-4-3, positional play, lack of composure)🚧",0,,,,,,,,,,,,00:35:23,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,20.050103628117995,"🔸[OP2] High Press(1st contact, unable to retain)✅",0,,,,,,,,,,,,00:35:36,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,17.41013319071044,"🔸[OP1b] GK Restart (8"", clear MFM)✅",0,,,,,,,,,,,,00:35:55,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,20.109977101783443,"🔹[IP4] Attacking Phase(3-4-3, positional play, lack of composure)🚧",0,,,,,,,,,,,,00:36:14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,12.730113085317498,🔹🔸Defensive Transition(low turnover)❌,0,,,,,,,,,,,,00:36:55,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,19.433313511330198,"🔹[IP1a] GK Restart(OS, short, CB poor step-up, turnover)❌",0,,,,,,,,,,,,00:37:27,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Short, Around",,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,9.110044803004712,"🔹[OSP] Attacking Throw In(R, MZ)✅",0,,,MANU,,,,Contexte,,20251004,,,00:38:36,,MT 0,,Journée 7,Exterieur,109,,,,1,,120%,+,2/0,,,100 - 110,,,CPA OFF,,,,,,,,,,,,,,.
251004_ManchesterUnited_Sunderland_ANALYST,0.0,30.490218869047567,"🔹[IP2a] Low Build-up(long, 2nd ball)🚧",0,,,MANU,,,,Contexte,,20251004,,,00:38:55,,MT 0,,Journée 7,Exterieur,109,,,,1,,100%,+,2/0,,,100 - 110,,,Tdefensive,,,,,,,,,,,,,,.
