Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Contexte,Date,HALF TIME,Journée,Lieu,MINUTE,Pourcentage,Qualite,TIME PERIOD,Type action,✅,❌,❌❌,🔸🔹[OT] Keep the ball,🔹[IP] Restart Phase,🔹🔸[DT] Back in,Ungrouped,Notes,Flags
260211_Sunderland_Liverpool_ANALYST,0.0,33.83019690192759,"🔹[IP4]Attacking Phase(RTRiangle, penalty)✅⭐️",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,15.580079549422862,🔸[DSP] Kick-off✅,0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,24.28202228827149,"🔹[IP2]Low Build-up(OS, long into 9, duel lost)❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,23.600140225690666,"🔹[IP2]Low Build-up(OS, short, yhrough, turnover)❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,19.153333333333194,"🔹[IP2]Low Build-up(OS, long, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,71.57701136341984,"🔹[IP4]Attacking Phase(sustained attack, 4 crosses, C.-Press)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,46.31027341498566,"🔹[IP2]Low Build-up(OS, short through, long, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,19.832584008649064,🔹🔸Defensive transition(C.-Attack)✅,0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,34.91293925782247,"🔹[IP2]Low Build-up(OS, short, spare man through the 6)✅⭐️",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,15.300077727091775,"🔹[IP4]Attacking Phase(IB, 2nd ball, shot from ouside the box)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,20.290136568374237,"🔸[OP1a]GK Restart(OS, short around)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,15.250082295918219,"🔸[DSP] Throw-in(L, DZ, lack of intensity)❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,12.560067668838656,"🔸[OP4]Low Block(LTriangle, compact)✅⚠️",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,29.50371808763066,"🔹[IP1a]GK Restart(HBlock, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,35.6923923530785,"🔸[OP2]High Press(OS, MFM, long, sloppy after regain)❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,22.28011155974491,"🔸[DSP] Corner(L, mid zone, 1st contact GK)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,54.05426332115212,"🔸[OP4]Low Block(RSide, lack of intensity, shot blocked)🚧",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,28.7802288876469,"🔹[IP1a]GK Restart(OS, short, then long, sloppy)❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,33.43331984047518,"🔸[OP2]High Press(OS, short, around, lack of intensity, 1 strong tackle)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,14.94463912936726,"🔸🔹Offensive transition(C.-Attack, 1v1 in the box)❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,50.68482868981664,"🔹[IP2]Low Build-up(OS, short, inconsistent, shot for)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,23.185115958433016,"🔸[OP1a]GK Restart(OS, long, lack of intensity, turnover)❌❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,9.300067056486114,"🔸[DSP] Corner(L, front post)🚧",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,14.424855057283821,"🔸[DSP] Corner(L, mid zone)❌❌🏈",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,33.56997073412731,🔹[OSP] Kick-off(cross)✅,0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,63.079230470113544,"🔹[OSP] Corner(L, 2nd phase, 5 crosses)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,42.37665210846171,"🔹[OSP] Corner(R, front post, 2nd phase)🚧",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,42.75105420120508,"🔹[IP2]Low Build-up(OS, short, around with the LW)✅⭐️",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,19.112964204461605,🔹[IP4]Attacking Phase(RSide cross)🚧,0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,28.795762472575007,"🔹🔸Defensive transition(C.-Attack, shot deflected)❌❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,30.79708316052347,"🔹[IP1a]GK Restart(HBlock, 2nd ball, composure)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,55.00465829489258,"🔹[IP4]Attacking Phase(through the 9, 2nd phase)✅⭐️",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,27.939214352743875,"🔸[OP1a]GK Restart(OS, long, lack of intensity, foul)🚧",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,11.662889080338573,🔸[OP1a]GK Restart(HBlock)🚧,0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,11.980070413920657,"🔸[OP3b]Mid Block(strong press, IB)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,22.146621898770718,🔸[OP3b]Mid Block(midfield regain)✅,0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,20.440124377541906,"🔹[OSP] Free kick(deep, 1st contact)🚧",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,11.420068281452586,"🔹[OSP] Throw-in(R, HZ, 2-man, shot over the bar)✅",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,16.82010180845191,"🔸[OP1a]GK Restart(OS, long, 1st contact, lack of intensity)❌",0,,,,,,,,,,,,,,,,,,,,,.
260211_Sunderland_Liverpool_ANALYST,0.0,28.11016063492025,"🔸[OP2]High Press(OS, ground pass, lack of intensity)❌",0,,,,,,,,,,,,,,,,,,,,,.
