Timeline,Start time,Duration,Row,Instance number,<flag>.,GameTime,Period,✅✅,Ungrouped,Notes,Flags
260124_WestHamUnited_Sunderland_ANALYST3ANGLES,0.0,17.670100282279236,"🔸[OP1b]GK Restart(OS, long, foul)❌",0,,00:09:59,2,,,,.
260124_WestHamUnited_Sunderland_ANALYST3ANGLES,0.0,8.559945294957288,🔸[DSP] Free kick(R)✅,0,,00:07:05,2,,,,.
260124_WestHamUnited_Sunderland_ANALYST3ANGLES,0.0,14.980082602558468,"🔹[IP1b]GK Restart(long, throw-in won)✅",0,,00:07:08,2,,,,.
260124_WestHamUnited_Sunderland_ANALYST3ANGLES,0.0,44.51019719564101,🔹[IP4]Attacking Phase(R-triangle)❌,0,,00:07:28,2,,,,.
260124_WestHamUnited_Sunderland_ANALYST3ANGLES,0.0,20.120124675581792,"🔸[OP1a]GK Restart(HBlock, 1st contact, 2nd ball)🚧",0,,00:04:54,2,,,,.
260124_WestHamUnited_Sunderland_ANALYST3ANGLES,0.0,31.05013564274668,"🔸[OP2]High Press(proactive, ball out)🚧",0,,00:05:29,2,,,,.
260124_WestHamUnited_Sunderland_ANALYST3ANGLES,0.0,16.09999535616953,"🔸[DSP] Throw-in(L, mid zone)✅",0,,00:05:57,2,,,,.
260124_WestHamUnited_Sunderland_ANALYST3ANGLES,0.0,23.340110651211944,"🔸[OP2]High Press(long, 2nd ball)❌",0,,00:06:05,2,,,,.
260124_WestHamUnited_Sunderland_ANALYST3ANGLES,0.0,23.384684268850833,"🔸[DSP] Corner(L, 2nd phase)❌❌",0,,00:03:06,2,,,,.
260124_WestHamUnited_Sunderland_ANALYST3ANGLES,0.0,20.450097514283698,🔹[IP1a]GK Restart(HBlock)❌,0,,00:01:55,2,,,,.
260124_WestHamUnited_Sunderland_ANALYST3ANGLES,0.0,23.02010484567745,🔹[IP4]Attacking Phase(LTriangle)❌,0,,00:02:22,2,,,,.
