Timeline,Start time,Duration,Row,Instance number,<flag>.,⚽️,✅✅,❌❌,Ungrouped,Notes,Flags
260303_LeedsUnited_Sunderland_ANALYST,0.0,12.98063232602999,"🔸[OP1b]GK Restart(OS, short, around)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,20.60325401720911,"🔸[DSP] Throw-in(L, MZ)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,29.62688904120023,"🔹[OSP] Throw-in(L, MZ, flip the pressure)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,26.625060533187934,"🔸[OP2]High Press(OS, long)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,20.08013290146846,"🔸[OP2]High Press(OS, long, foul)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,29.09435517089787,"🔸[OP2]High Press(OS, short, inside delays, well managed)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,33.526300722473025,"🔹[OSP] Free kick(L, wide, 2-man routine, 2 phases)❌",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,21.04572737962917,"🔸[OP2]High Press(OS, long, 1st contact lost)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,18.970121623066916,"🔹[IP1a]GK Restart(HBlock, turnover)❌",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,17.160093585152936,"🔸[OP2]High Press(OS, long, 1st contact, regain)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,35.5275099550272,🔹[IP4]Attacking Phase(difficulty to attack under pressure)🚧,0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,35.509720625039336,"🔹[IP2]Low Build-up(OS, short, turnover under pressure)❌",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,26.83471933752753,"🔸[DSP] Free kick(L, wide, 2nd phase)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,12.340696561651384,"🔸[DSP] Free kick(R, wide, goal disallowed)❌❌",0,,,,,"❌❌, ⚽️",,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,32.63872157313017,"🔹[IP1a]GK Restart(HBlock, 2nd ball, handball, penalty)✅⭐️",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,22.920807648057234,🔸[OP1a]GK Restart(HBlock)✅,0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,17.701373173319553,"🔸🔹Offensive transition(C.-Attack, turnover)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,16.606695864621543,"🔹🔸Defensive transition(C.-Press, high regain)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,21.74933315247108,"🔹[IP4]Attacking Phase(1st step ok, off side)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,32.90019356209177,"🔸[OP2]High Press(OS, long, 1st contact, turnover 2nd phase, shot conceded)❌",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,13.730099381084983,"🔹[IP1b]GK Restart(HBlock, 1st contact, 2nd ball)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,11.819174999999632,"🔸[OP3b]Mid Block(good shape, foul)🚧",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,31.42362637867882,"🔸[OP3b]Mid Block(compact & agressive, team signature)✅⭐️",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,15.081718159424781,"🔸🔹Offensive transition(high regain, poor choice)❌🔍",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,25.43269374051397,"🔸[OP3b]Mid Block(compact & agressive, body langage speaks)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,25.170763698395604,"🔸[OP2]High Press(OS, long, 1st contact, 2nd ball, cross)❌❌",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,21.870994094631897,"🔹[IP1a]GK Restart(HBlock, 2nd ball, foul won)✅",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,25.351317940841,"🔹[IP3b]Progression(switch, turnover)❌",0,,,,,,,.
260303_LeedsUnited_Sunderland_ANALYST,0.0,36.42895024198424,"🔸[OP4]Low Block(L-R triangles, foul)🚧",0,,,,,,,.
