Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Contexte,Date,HALF TIME,Journée,Lieu,MINUTE,Pourcentage,Qualite,Score final,TIME PERIOD,Type action,✅,✅✅,❌,❌❌,🔸🔹[OT] Clear the ball,🔸🔹[OT] Counter-attack,🔸🔹[OT] Keep the ball,🔹🔸[DT] Counter-attack,🔹🔸[DT] Quick regain,Ungrouped,Notes,Flags
260228_Bournemouth_Sunderland_ANALYST,0.0,30.26275273327974,"🔸[DSP] Corner(R, MZ)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,20.717376171674914,"🔹[IP1b]GK Restart(OS, short, quick, turnover higher)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,10.0,"🔹[OSP] Throw-in(L, DZ, flipp the pressure)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,33.13095605412127,"🔹[OSP] Throw-in(L, MZ, flip the pressure, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,24.25138185072501,"🔹[OSP] Free kick(central, 2-man, transition)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,22.579791323194513,"🔸[OP3b]Mid Block(LSide compensation, interception)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,43.15316991695181,"🔹[IP2]Low Build-up(OS, short, no intentions to play/run forward)❌⚠️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,36.53206065593076,🔸[OP4]Low Block(R triangle unbalanced → chaos in the box)❌❌,0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,36.3399319727896,"🔸🔹Offensive transition(opportunity to go forward, cross conceded)❌",0,,,,,,,,,,,,,,,,,,,,,,,🔸🔹[OT] Counter-attack,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,20.9501112559592,"🔹[OSP] Throw-in(R, DZ, flip the pressure)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,26.08883058045558,"🔸[OP4]Low Block(strong block, LSide)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,16.114665233530104,"🔸[OP4]Low Block(strong block, LSide)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,16.9399999999996,"🔸🔹Offensive transition(regain, strong projection, foul)✅",0,,,,,,,,,,,,,,,,,,,,,,,"🔹🔸[DT] Quick regain, 🔸🔹[OT] Counter-attack",,.
260228_Bournemouth_Sunderland_ANALYST,0.0,24.330186249283543,"🔹[OSP] Free kick(L, wide, set-up?)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,39.79370991042015,"🔸[OP4]Low Block(switch, RTRiangle, through after)🚧⚠️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,16.096860369421847,"🔸[DSP] Corner(L, MZ delivery, marking issue)🚧⚠️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,33.554827027297506,"🔸[OP4]Low Block(RTRiangle exposed, clean box unit)🚧⚠️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,17.367594896626542,"🔹[OSP] Free kick(R, deep, delivery zone)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,34.00548492260896,"🔸[OP2]High Press(OS, long, 1st contact, 2nd balls)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,19.350000000000364,"🔸🔹Offensive transition(opportunity to go forward, sloppy)❌",0,,,,,,,,,,,,,,,,,,,,,,,🔸🔹[OT] Counter-attack,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,20.659626216112883,"🔸[OP3b]Mid Block(around, through)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,24.279999999999745,"🔸🔹Offensive transition(IB quickly, flip the pressure)🚧",0,,,,,,,,,,,,,,,,,,,,,,,🔸🔹[OT] Counter-attack,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,35.88789404133422,"🔸[DSP] Free kick(deep, L, 2 phases)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,23.97468025816943,"🔹[IP1a]GK Restart(HBlock, back pass to GK)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,24.24657831503464,"🔹[IP2]Low Build-up(OS, long, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,43.06898173875197,"🔸[DSP] Free kick(deep, L, 3 phases)❌❌",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,12.048989213579262,"🔸[DSP] Corner(L, foul on GK)⚠️",0,,,,,,,,,,,,,,,,,,,,,,,,,.
260228_Bournemouth_Sunderland_ANALYST,0.0,25.235829712478335,"🔸[DSP] Corner(L, MZ, GK)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,.
