Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Contexte,Corner Taken,Date,Event,HALF TIME,Half,Journée,Lieu,MINUTE,Pass,Player,Pourcentage,Qualite,Score final,TIME PERIOD,Team,Type action,Zone,✅,🔸[DSP],🔸[OP] --> 🔹[IP],🔸[OP] Box Defence,🔸[OP] Restart Phase,🔸[OP] Zonal Defence,🔹[IP] Restart Phase,🔹[IP]--> 🔸[OP],🔹[OSP],Ungrouped,Notes,Flags
251015_Chelsea_Sunderland_ANALYST,0.0,20.970097229431303,"🔹[OSP] Attacking Corner(R, delivery)❌",0,,,,In-swinger,,Pass,,Second Half,,,,"Chipped, Corner taken, Cross",Granit Xhaka,,,,,Sunderland,,Center,,,,,,,,,Right,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,21.39013656636962,🔸🔹Defensive Transition(sprinters)✅⭐️,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Counter Press,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,44.860206357472634,🔹[I3b] Progression(U-shape circulation → cheap turnover)❌,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,26.799457528905805,🔸[OP3b] Mid Block(midfield regain)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,32.62004246456945,"🔹🔸Offensive transition(cheap turnover under pressure, foul against)❌🔎",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,18.23009015470052,🔸🔹Defensive Transition(foul)❌,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,13.090054252928894,🔸[DSP] Defending Free Kick(L)✅,0,,,,,,Pass,,Second Half,,,,"Free kick taken, Direct, Chipped, Cross",Reece James,,,,,Chelsea,,Center,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,33.30017830934139,🔸[OP2] High Press(Zonal→MFM)✅⭐️,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,14.59009388368213,"🔹[I3b] Progression(LTriangle, turnover)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,13.930094800267398,🔸[OP4] Low Block(RTriangle)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,17.62010180780726,"🔸[OP4] Low Block(RTroangle, cross, intenity)✅⭐️",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,22.5,"🔹[I1a] GK Restart(HBLock, 2nd ball, cheap turnover)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,29.320753978457105,🔸[OP4] Low Block(IB)🚧,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,19.23007954305467,"🔹🔸Offensive transition(composed, IB not adjusted)🚧",0,,,,,,,,,,,,,,,,,,,,,,,Fast Attack,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,22.660145404499417,"🔸🔹Defensive Transition(RTriangle, cutback)❌❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,42.90013716642261,🔸[DSP] Defending Corner(3 phases)✅,0,,,,,,,,,,,,,,,,,,,,,,Right,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,25.45016002976172,"🔹[OSP] Attacking Throw In(L, DZ, flip the pressure, 2nd ball)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Left,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,7.9300688833845925,🔸[OP3b] Mid Block(narrow midfield)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,25.933085408414627,🔸[OP4] Low Block(2 crosses)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,Side Overloads,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,16.18006584750583,"🔹[OSP] Attacking Throw In(L, DZ)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Left, Def 1/3",,,.
251015_Chelsea_Sunderland_ANALYST,0.0,27.112251679924157,🔸[OP3b] Mid Block(compact & proactive)✅⭐️,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,14.0200682807681,"🔹[OSP] Attacking Free Kick(HBlock, off side)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,22.350121934523486,🔸[OP4] Low Block(IB → R-Triangle → markers step up when possible)🚧🔎,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,21.870135323844806,"🔹[I1b] GK Restart(8"", long IB)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251015_Chelsea_Sunderland_ANALYST,0.0,24.260137767464585,🔸[OP4] Low Block(inside regain)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
