Timeline,Start time,Duration,Row,Instance number,<flag>.,❌❌,Ungrouped,Notes,Flags
251228_Sunderland_LeedsUnited_ANALYST,0.0,24.698341417330994,"🔸🔹Offensive transition(counter-attack, cross)✅✅",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,21.17010942788602,🔸[OP1a]GK Restart(MFM)✅⭐️,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,25.00011887195069,🔸[OP3b]Mid Block(strong zonal workflow)✅,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,10.460063087253275,"🔹[OSP] Throw-in(R, MZ)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,21.88014967201252,"🔹[IP2]Low Build-up(long, 2nd ball)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,12.894422269116603,🔸[DSP] Kick-off✅,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,28.040182289215863,🔸[OP2]High Press(long)✅,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,32.89927979976255,"🔸[OP2]High Press(adaptive MFM, high regain)✅⭐️",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,17.059400720413578,"🔹[IP3b]Progression(LSide, IB, turnover)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,35.69111732645615,🔸[OP2]High Press(delays across all lines)❌❌🏈,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,29.20564498535896,🔹[OSP] Kick-off✅,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,24.70924063115308,"🔸[OP2]High Press(MFM? disengagement, fixing?)❌🔍",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,26.96670681690921,"🔸[OP4]Low Block(RTriangle, box unit far post)❌❌",0,,,❌❌,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,26.66019265376235,"🔹[IP1a]GK Restart(around, into the 9)✅⭐️",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,18.97510716639499,🔹[IP4]Attacking Phase(LTriangle)❌,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,24.136364098932063,"🔸[DSP] Throw-in(L, DZ)✅",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,26.03018472297572,"🔹[IP2]Low Build-up(spare man, CB to 10, turnover)❌🔍",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,14.770150609648226,"🔸[DSP] Corner(L, 1st contact lost)🚧",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,38.78478602844825,"🔹[IP1b]GK Restart(around, through, switch)✅⭐️",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,27.5,"🔹[OSP] Throw-in(L, MZ)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,34.790197517363595,"🔹[IP2]Low Build-up(spare man, options? turnover)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,28.459941173469815,"🔸[OP4]Low Block(IB, RTriangle, cross, far post)🚧",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,30.29899716352338,"🔹[OSP] Free kick(wide, poor cross)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,11.639930797902707,🔸[OP4]Low Block(LTRiangle)🚧,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,31.6016157138165,"🔸[DSP] Corner(L, 2 phases)❌❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,28.338784205138836,"🔹[IP1a]GK Restart(CB steps in, turnover by the 10)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,10.312639460523314,"🔸[DSP] Corner(R, 3-man combination)✅",0,,,,,.
