Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Assist,Contexte,Corner Taken,Date,Event,HALF TIME,Half,Journée,Lieu,MINUTE,Pass,Player,Pourcentage,Qualite,Score final,Shot,Shot Body Part,Shot Location Descriptors,Shot Pattern of Play,TIME PERIOD,Team,Type action,Zone,✅✅,❌❌,Ungrouped,Notes,Flags
251220_Brighton_Sunderland_ANALYST,0.0,12.700086883191034,"🔹[OSP] Throw-in(L, long, foul)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251220_Brighton_Sunderland_ANALYST,0.0,32.26178261566747,"🔸[OP4]Low Block(5-4-1, through, conter-attack)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251220_Brighton_Sunderland_ANALYST,0.0,22.861184427906664,"🔸🔹Offensive transition(counter-attack, last choice)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251220_Brighton_Sunderland_ANALYST,0.0,81.38197189648417,🔹[IP3a]Progression(composure under pressure)🚧,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251220_Brighton_Sunderland_ANALYST,0.0,25.96761632624839,"🔸[DSP] Throw-in(R, DZ)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251220_Brighton_Sunderland_ANALYST,0.0,25.47602552007811,🔸🔹Offensive transition(lack of composure!!)❌🔍,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251220_Brighton_Sunderland_ANALYST,0.0,15.400088380541092,"🔹[IP1b]GK Restart(8"", OS, long, inaccurate)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251220_Brighton_Sunderland_ANALYST,0.0,15.42010945020138,🔸[OP4]Low Block(shot)🚧,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251220_Brighton_Sunderland_ANALYST,0.0,21.600132595339346,🔸[OP4]Low Block(shot)🚧,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251220_Brighton_Sunderland_ANALYST,0.0,18.340119810231954,"🔹[IP1b]GK Restart(8"", around, IB, turnover)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
251220_Brighton_Sunderland_ANALYST,0.0,19.86800501653488,"🔸🔹Offensive transition(counter-attack, composure)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
