Timeline,Start time,Duration,Row,Instance number,0-15,15-30,30-45,45-60,60-75,75-90,<flag>Nouveau drapeau,Back 4 Line Management,DATE,Diagonal Pass,GameTime,Opposition,Period,Round,Score,Set Play Phase,Venue,🔸 [OP] Zonal Defence,🔸[OP] Box Defence,🔸[OP] Def Restart Phase,🔹[IP] Build/Progression Phase,🔹[IP] Final Third Phase,🔹[IP] Restart Phase,Ungrouped,Notes,Flags
250816_Sunderland_WestHamUnited_ANALYST,0.0,14.59007254705557,"[IP1c] GK Restarts Direct (HB, Loose pass)❌",0,,,,,,,,,2O250816,,00:14:45,West Ham United,2,R1,3-0,,Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,35.18022588811709,"[OP4a] Low Block (5-4-1 - 4-4-2, switch)✅🔎",0,,,,,,,,,2O250816,,00:14:57,West Ham United,2,R1,3-0,,Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,14.930116155439464,Attacking Transition (Counter Attack)🚧,0,,,,,,,,,2O250816,,00:15:17,West Ham United,2,R1,3-0,,Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,10.700053339002807,"[OP4a] Low Block (5-4-1, LTriangle)✅",0,,,,,,,,,2O250816,,00:16:14,West Ham United,2,R1,3-0,,Home,,Last Line Conceded,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,10.180085656179472,"Defending Corner(L, First zone exposed)⚠️",0,,,,,,,,,2O250816,,00:16:42,West Ham United,2,R1,3-0,"Left, Long",Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,17.07009114972243,"[IP1c] GK Restarts Direct (HB, loose pass)❌",0,,,,,,,,,2O250816,,00:18:21,West Ham United,2,R1,3-0,,Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,13.640087796668013,Defending Free Kick(L)❌❌,0,,,,,,,,,2O250816,,00:19:16,West Ham United,2,R1,3-0,"Right, Att Half",Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,12.49009236612892,Defending Corner,0,,,,,,,,,2O250816,,00:19:46,West Ham United,2,R1,3-0,"Left, Long",Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,22.59011522936089,Attacking Transition (Counter Attack)✅,0,,,,,,,,,2O250816,,00:19:52,West Ham United,2,R1,3-0,,Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,9.160043276643592,"Attacking Throw In(R, HZ)❌",0,,,,,,,,,2O250816,,00:20:39,West Ham United,2,R1,3-0,,Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,26.520149054705143,"[OP4a] Low Block (5-4-1, cross)🚧",0,,,,,,,,,2O250816,,00:21:26,West Ham United,2,R1,3-0,,Home,,Crosses Conceded,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,16.780093235543973,[IP1a] GK Restarts(8-second rule)❌,0,,,,,,,,,2O250816,,00:21:50,West Ham United,2,R1,3-0,,Home,,,,,,"Restart Quckly, OS: LONG, Front 3",75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,10.650076190926484,"[OP4a] Low Block (5-4-1, LTriangle, cross)✅",0,,,,,,,,,2O250816,,00:22:22,West Ham United,2,R1,3-0,,Home,,,5-4-1,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,15.950091437696756,"Defending Corner(L, far post)🚧",0,,,,,,,,,2O250816,,00:22:44,West Ham United,2,R1,3-0,"Left, Long",Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,27.700061375602672,"Defending Corner(R, far post)✅",0,,,,,,,,,2O250816,,00:23:19,West Ham United,2,R1,3-0,"Right, Long",Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,35.50017987571118,Attacking Transition (Counter Attack)✅✅✅⚽️,0,,,,,,,,,2O250816,,00:23:25,West Ham United,2,R1,3-0,,Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,20.930099385147514,"[OP1b] GK Restarts (OS, back 5)✅",0,,,,,,,,,2O250816,,00:04:53,West Ham United,2,R1,3-0,,Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,15.320100285885928,"[IP1c] GK Restarts Direct (HB, with a block)✅🔎",0,,,,,,,,,2O250816,,00:06:14,West Ham United,2,R1,3-0,,Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,30.439981106859705,"Defending Free Kick(R, 3 phases)✅",0,,,,,,,,,2O250816,,00:07:42,West Ham United,2,R1,3-0,"Central, Def Half",Home,,,,,,,75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,24.34013808684813,"[IP1a] GK Restarts(8-second rule, around)✅",0,,,,,,,,,2O250816,,00:08:07,West Ham United,2,R1,3-0,,Home,,,,,,"Restart Quckly, Short, Around",75-90,,Nouveau drapeau
250816_Sunderland_WestHamUnited_ANALYST,0.0,13.000056390541431,"Attacking Throw In(R, Stay close to the line)🚧",0,,,,,,,,,2O250816,,00:09:10,West Ham United,2,R1,3-0,"Right, Def Half",Home,,,,,,,75-90,,Nouveau drapeau
