Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Contexte,Date,Event,HALF TIME,Half,Journée,Lieu,MINUTE,Pass,Player,Pourcentage,Qualite,Score final,TIME PERIOD,Team,Type action,Zone,✅✅,❌❌,🔸🔹[OT] Keep the ball,🔹🔸[DT] Back in,Ungrouped,Notes,Flags
260314_Sunderland_Brighton_ANALYST,0.0,28.960101213922826,"🔹[OSP] Free kick(direct, into the wall)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,20.127039845678155,"🔹[OSP] Throw-in(L, HZ, long, 2 phases)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,11.894595094622673,"🔹[OSP] Corner(R, poor delivery)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,16.53009632449539,"🔹[OSP] Throw-in(R, HZ, long, too short)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,22.656317180223596,"🔹[IP2]Low Build-up(OS, short, around, on the edge)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,16.29545245722784,"🔹[OSP] Throw-in(R, HZ, quick)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,28.1068367817943,"🔸[OP1a]GK Restart(HBlock, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,19.04407592433199,"🔹[IP2]Low Build-up(OS, long under pressure)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,18.59119933745933,🔸[OP3b]Mid Block(pressing triggers)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,32.18141837975145,"🔹[IP1b]GK Restart(OS, short, 6)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,18.615973505065995,"🔹[IP4]Attacking Phase(LSide cross, attacking unit)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,15.167875691317022,🔸[OP1a]GK Restart(HBlock)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,33.16442406029091,"🔸[OP3b]Mid Block(regain, turnover)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,10.120066756759115,"🔹[OSP] Throw-in(R, MZ, quick)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,14.827804328444472,"🔹[IP4]Attacking Phase(through, turnover)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,20.230100893101735,🔹🔸Defensive transition(back in shape)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,15.560072239501096,🔸[OP3b]Mid Block(pressing triggers)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,47.7904130994375,"🔹[IP4]Attacking Phase(positional play OK, unable to create imbalance)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,14.566041394928106,🔸[OP1a]GK Restart(HBlock)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,8.6600630910998,"🔹[IP1b]GK Restart(OS, short, around, ball released too early)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,20.411186828390782,"🔸[DSP] Free kick(wide L, poor first contact, second ball secured)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,19.510134738690795,"🔹[IP4]Attacking Phase(positional play OK, unable to create imbalance)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,41.37397434608283,"🔸[OP1a]GK Restart(HBlock, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,23.793365073204768,🔹[IP4]Attacking Phase(quick turnover)❌,0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,29.830207575375425,"🔹[IP4]Attacking Phase(RTriangle, unable to create imbalance)❌",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,17.700118883876712,"🔹[IP1b]GK Restart(OS, long, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,29.41131140174457,"🔹[IP4]Attacking Phase(individual initiative, foul won)✅",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,11.0,"🔹[OSP] Free kick(wide, left, delivery, setup?)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,22.234413467173,"🔹[OSP] Throw-in(R, HZ, long, setup?)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,17.270189942026263,"🔹[OSP] Throw-in(R, HZ, long)🚧",0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,13.210069195535652,🔸[OP1a]GK Restart(HBlock)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,.
260314_Sunderland_Brighton_ANALYST,0.0,17.11007528842947,🔸[OP1b]GK Restart(HBlock)✅,0,,,,,,,,,,,,,,,,,,,,,,,,,,.
