Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Contexte,Date,HALF TIME,Journée,Lieu,MINUTE,Pourcentage,Qualite,Score final,TIME PERIOD,Type action,🔸🔹[OT] Counter-attack,🔸🔹[OT] Keep the ball,🔹🔸[DT] Back in,🔹🔸[DT] Quick regain,Ungrouped,Notes,Flags
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,27.0,"🔹[IP4]Attacking Phase(switch to RW, triangle, into the 9)✅✅",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,40.23807175247748,"🔸[OP3b]Mid Block(hard to press, shot conceded)🚧",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,26.898510738621553,"🔹[IP1a]GK Restart(OS, long into the 9)✅⭐️",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,47.709818594104036,"Game management(momentum shifted, crowd engaged)✅⭐️",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,29.29081007564855,"🔸[OP1a]GK Restart(HBlock, momentum shifted)✅",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,41.34705389823466,"🔸[OP1a]GK Restart(OS, long, 3 phases)✅⭐️",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,28.196201235447006,"🔹[OSP] Free kick(deep, blocks? target?)❌",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,24.516892842500965,"🔸[OP2]High Press(OS, around, high regain)✅",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,17.34443981455661,"🔸🔹Offensive transition(cross, missed shot)✅✅",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,35.69865281238526,"🔹[IP4]Attacking Phase(L-side attack, strike from distance)✅✅⚽️",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,18.730984900074873,"🔸[OP4]Low Block(LSide, cross)✅",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,22.800129562246184,"🔹[IP1a]GK Restart(HBlock, 2nd ball, foul)❌",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,10.560063099514991,"🔸[DSP] Free kick(wide, R, 2 phases)🚧",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,16.740142655966338,"🔹[IP1a]GK Restart(OS, long, turnover)❌",0,,,,,,,,,,,,,,,,,,🔹🔸[DT] Back in,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,28.997341337943,🔸[OP3b]Mid Block(through)🚧,0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,11.13005212502867,"🔹[OSP] Free kick(deep, blocks?)🚧",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,11.15006553322928,"🔸[OP1a]GK Restart(OS, short)✅",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,7.280049073268856,"🔹[OSP] Throw-in(L, MZ, pattern?)❌",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,12.260072242233036,"🔹[OSP] Throw-in(L, MZ, LCB pattern)✅",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,11.86008747359665,"🔹[OSP] Free kick(deep, L, target/blocks?)🚧",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,31.957108061779763,"🔹[OSP] Throw-in(R, MZ, into the 9, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,23.620121620760983,"🔹[IP4]Attacking Phase(LSide, cross)✅✅",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,20.540098454415784,"🔹[OSP] Corner(R, setup, delivery)❌",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,42.520184088934,🔸[OP4]Low Block(LSide cross)✅,0,,,,,,,,,,,,,,,,,,🔸🔹[OT] Counter-attack,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,16.680094801963605,"🔸[OP2]High Press(OS< short, around)✅",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,35.25020272031543,"🔹[IP2]Low Build-up(short then long, turnover)❌",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,10.110073772179021,"🔹[OSP] Throw-in(L, MZ, LCB pattern)🚧",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,11.500074677250268,"🔹[OSP] Throw-in(L, HZ, into the 9, support, shot)✅⭐️",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,31.995746596770914,"🔸[OP1b]GK Restart(OS, long, 1st, 2nd ball, foul)❌",0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,22.577750417856805,🔸[DSP] Free kick(L)✅,0,,,,,,,,,,,,,,,,,,,,.
260202_Sunderland_Burnley_ANALYST3ANGLES,0.0,28.8601652097841,"🔹[IP1a]GK Restart(HBlock, 2nd ball)❌",0,,,,,,,,,,,,,,,,,,,,.
