Timeline,Start time,Duration,Row,Instance number,<flag>.,Adversaire,Contexte,Date,HALF TIME,Journée,Lieu,MINUTE,Pourcentage,Qualite,Score final,TIME PERIOD,Type action,✅✅,🔸🔹[OT] Counter-attack,🔹🔸[DT] Back in,🔹🔸[DT] Quick regain,Ungrouped,Notes,Flags
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,32.386822115291125,"🔸[OP3b]Mid Block(more compact, IB)✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,24.130158693893918,🔸[OP4]Low Block(shot conceded)🚧🔍,0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,26.86507745252129,"🔹[IP1b]GK Restart(8"", around)✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,18.64013952014875,"🔸[OP4]Low Block(cross, box unit)✅🔍",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,44.86181102570936,"🔹[IP1b]GK Restart(8"", long, 2nd ball)❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,13.450094484145666,"🔸[OP4]Low Block(through, on the edge)🚧🔍",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,13.160089000953576,"🔹[IP1b]GK Restart(8"", long, turnover)❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,21.230134406617253,"🔸[OP4]Low Block(shape opened, lack of patience)❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,31.58018318352515,"🔸[OP4]Low Block(compact, patient, cross)✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,24.456142660774276,"🔹[IP1b]GK Restart(8"", through, long, turnover)❌",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,21.100140198424924,"🔸[OP4]Low Block(around, cross)✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,23.170120095171114,"🔹[IP1b]GK Restart(8"", long, turnover)❌",0,,,,,,,,,,,,,,,,,,🔹🔸[DT] Back in,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,27.64015636650356,"🔸[DSP] Corner(L, 2 phases)✅",0,,,,,,,,,,,,,,,,,,,,.
251214_Sunderland_NewcastleUnited_ANALYST2ANGLES,0.0,12.070066745029635,🔸[DSP] Corner(R)✅,0,,,,,,,,,,,,,,,,,,,,.
